id,name,shortname,strasse,bezirk,plz_ort,von,bis,oeffnungszeiten,Mo,Di,Mi,Do,Fr,Sa,So,closed-exc,hours-exc,w3,bemerkungen,bemerkungen_en,lat,lng,ignore,immer-kostenlos,international,barrierefrei,action,short_distance,train,image,urheberschaft
82,30. Weihnachtsmarkt auf Lehmanns Bauernhof,30. Weihnachtsmarkt auf Lehmanns Bauernhof,Lehmanns Bauernhof  | Alt-Marienfelde 35-37,Tempelhof-Schöneberg,12277 Berlin,05.12.25,14.12.25,"Freitag: 14:00 - 20:00 Uhr
Samstag: 12:00 - 20:00 Uhr
Sonntag: 12:00 - 20:00 Uhr",0,0,0,0,14:00 - 20:00,12:00 - 20:00,12:00 - 20:00,0,0,https://www.lehmannsbauernhof.de,"Auf einem denkmalgeschützten Vierseitenhof, direkt gegenüber der Dorfkirche an der romantischen Dorfaue gelegen, findet zum 30. Mal ein familiär geprägter Weihnachtsmarkt statt. Der Fokus liegt auf Kunsthandwerk und außergewöhnlichen Geschenkidee, ergänzt durch weihnachtliche Gaumengenüsse. Ein Bühnenprogramm, eine Märchenerzählerin sowie Ponyreiten und die Tiere des Hofes runden das Erlebnis bei freiem Eintritt ab. Hinweis zur Barrierefreiheit: ebenerdiges Gelände, teilweise Kopfsteinpflaster, mit gut zugänglichen Innenräumen.","A family-friendly Christmas market is being held for the 30th time on a listed four-sided farmstead, directly opposite the village church on the romantic village green. The focus is on arts and crafts and unusual gift ideas, complemented by Christmas culinary delights. A stage program, a storyteller, pony rides, and farm animals round off the experience, with free admission. Flat terrain, partly cobblestone, with easily accessible indoor areas.",52.4118,13.3668,0,1,0,1,1,0,,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
85,Kunsthandwerklicher Weihnachtsmarkt vor dem Bröhan-Museum,Kunsthandwerklicher Weihnachtsmarkt vor dem Bröhan-Museum,Schloßstraße 1a,Charlottenburg-Wilmersdorf,14059 Berlin,06.12.25,07.12.25,"06.12.2025: 14:00 - 20:00 Uhr
07.12.2025: 13:00 - 19:00 Uhr",0,0,0,0,0,14:00 - 20:00,14:00 - 19:00,0,0,https://www.kiezkulturwerkstadt.de,Hinweis zur Barrierefreiheit: Der Weihnachtsmarkt findet ebenerdig statt. Die Stände sind sehr gut ausgeleuchtet.,Accessibility: The Christmas market takes place at ground level. The stalls are very well lit.,52.5211,13.2958,0,1,1,1,0,0,,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
88,Adventsmarkt Hermannswerder,Adventsmarkt Hermannswerder,Hermannswerder 22,Brandenburg,14473 Potsdam ,07.12.25,07.12.25,14:00 - 18:00 Uhr,0,0,0,0,0,0,14:00 - 18:00,0,0,https://www.hoffbauer-stiftung.de/veranstaltungen/event/adventsmarkt-auf-hermannswerder,"Hinweis zur Barrierefreiheit: Der Markt findet im Freien statt, die Wiese kann Unebenheiten aufweisen. Barrierefreie Toiletten befinden sich im Hoffbauer Tagungshaus.","The market takes place outdoors, and the lawn may be uneven. Accessible toilets are located in the Hoffbauer Conference Center.",52.3824,13.034,0,1,0,1,0,0,,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
91,Weihnacht to go im Kranoldkiez,Weihnacht to go im Kranoldkiez,Kranoldplatz und Umgebung in Lichterfelde-Ost,Steglitz-Zehlendorf,12209 Berlin,13.12.25,13.12.25,14:00 - 19:00 Uhr,0,0,0,0,0,14:00 - 19:00,0,0,0,https://www.meinlila.de,Hinweis zur Barrierefreiheit: Der Weihnachtsmarkt findet auf öffentlichem Straßenglände in Lichterfelde-Ost statt,The Christmas market takes place on public streets in Lichterfelde-Ost.,52.428,13.3273,0,1,0,1,0,1,S Lichterfelde Ost Bhf,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
94,Romantischer Weihnachtsmarkt,Romantischer Weihnachtsmarkt,"Haus der Lebenshilfe, Dohnagestell 10",Mitte,13351 Berlin,13.12.25,13.12.25,13:00 - 18:00 Uhr,0,0,0,0,0,13:00 - 18:00,0,0,0,https://www.lebenshilfe-berlin.de,"Es ist ein besonderer Samstag in der Advents·zeit. Im Haus der Lebenshilfe und draußen im Garten. Für Groß und Klein im Weddinger Kiez. An Markt·ständen gibt es:Schöne Geschenk·ideen mit Liebe gemacht. Selbst·gebasteltes und Selbst·gemachtes. Kunst·handwerk und vieles mehr. Heiße Waffeln, Crêpes, Plätzchen und Kuchen. Kinder·punsch, Kakao und Glühwein. Bratwurst vom Grill, Grünkohl und andere Leckereien. Mit Musik vom Leierkasten·mann und Besuch vom Weihnachts·paar. Ab 16 Uhr tritt der Chor der Nogat-Singers auf.","It's a special Saturday during Advent. At the Haus der Lebenshilfe and outside in the garden. For young and old in the Wedding neighborhood. Market stalls offer: Beautiful gift ideas made with love. Handcrafted and homemade items. Arts and crafts and much more. Hot waffles, crêpes, cookies, and cakes. Children's punch, cocoa, and mulled wine. Grilled bratwurst, kale, and other delicacies. With music from the barrel organ player and a visit from the Christmas couple. The Nogat Singers choir will perform at 4 p.m.",52.5447,13.3342,1,1,0,1,0,0,,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
97,Wedding-Weihnachtsmarkt,Wedding-Weihnachtsmarkt,Leopoldplatz,Mitte,13353 Berlin,"30.11.25","21.12.25",11:00 - 19:00 Uhr,0,0,0,0,0,0,11:00 - 19:00 ,0,0,https://wedding-markt.de/,"Weddingmarkt wird Weihnachtsmarkt: Alle Adventssonntage von 11 – 19 Uhr. Leopoldplatz Markt mit handgemachter Kunst, Design & Streetfood Lagerfeuer & Nebenprogramm |  An allen vier Adventssonntagen wird der Weddingmarkt im winterlichen Glanz erstrahlen - mitten im Stadtteil Wedding auf dem Leopoldplatz, vor der historischen Schinkel-Kirche (Alte Nazarethkirche). Dieses Jahr können ganz besondere Geschenke unter den Weihnachtsbaum gelegt werden, denn der Besuch beim weihnachtlichen Weddingmarkt verspricht außergewöhnliche Kunst, Design und echte Handwerksliebe. Viele Weddinger Labels zeigen draußen auf dem Leopoldplatz die hochwertige Vielfalt des lebendigen Stadtteils. |  Die Besucher erwarten rund 100 Stände mit Design, Fotografe, Keramik, Illustrationen, Malerei, Wohnaccessoires, Möbel, Schmuck, Mode, Spirituosen, Tees und vieles mehr.  |  Insgesamt wirken rund 250 verschiedene Aussteller an vier Terminen mit, sodass der Besuch jedesmal abwechslungsreich und lohnenswert ist. |  Zudem gibt es internationales Streetfood mit Spätzle, Raclette, asiatische Speisen, mexikanischen Tacos, vegetarische Speisen, bis hinzu knusprigen Waffeln ist alles für den anspruchsvollen Gaumen dabei. Glühwein und Lagerfeuer mit kostenloser „Stockbrot-Station“ für die kleinen Besucher laden zur weihnachtlichen Atmosphäre ein. Das Ganze wird begleitet durch ein künstlerisches Nebenprogramm mit Musik und vielen weiteren Überraschungen. |  Der Eintritt zum Markt ist wie immer frei. Im Vorfeld werden über Social Media Weddingmarkt-Unikate als Adventskalender verlost. Hinweis zur Barrierefreiheit: ebenerdiger Platz, direkte Anschluss zur U-Bahn und Öffi-Netz mit Aufzügen.","Weddingmarkt becomes Christmas market Every Sunday in Advent from 11 a.m. to 7 p.m., Leopoldplatz Market with handmade art, design & street food Campfire & side program
On all four Sundays in Advent, the Weddingmarkt will shine in winter splendor – on November 30, December 7, 14, and 21, 2025, from 11 a.m. to 7 p.m. – in the heart of the Wedding district on Leopoldplatz, in front of the historic Schinkel Church (Alte Nazarethkirche). This year, you can put some very special gifts under the Christmas tree, because a visit to the Christmas Weddingmarkt promises extraordinary art, design, and genuine craftsmanship. Many Wedding labels will be showcasing the high-quality diversity of this lively district outside on Leopoldplatz.
Visitors can expect around 100 stands with design, photography, ceramics, illustrations, paintings, home accessories, furniture, jewelry, fashion, spirits, teas, and much more.
A total of around 250 different exhibitors will be participating on four dates, ensuring that each visit is varied and worthwhile. 
There will also be international street food, including spaetzle, raclette, Asian dishes, Mexican tacos, vegetarian dishes, and even crispy waffles—something for every discerning palate. Mulled wine and a bonfire with a free “stick bread station” for younger visitors invite you to enjoy the Christmas atmosphere. The whole event is accompanied by an artistic side program with music and many other surprises. Ground-level location, direct connection to the subway and public transport network with elevators.
As always, admission to the market is free. In the run-up to the market, unique Weddingmarkt items will be raffled off as an Advent calendar on social media. All the latest information can be found at: wedding-markt.de",52.5494,13.3605,0,1,0,1,0,1,U Leopoldplatz,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
100,27. Alt-Kaulsdorfer Weihnachtsmarkt,27. Alt-Kaulsdorfer Weihnachtsmarkt,Dorfstraße,Marzahn-Hellersdorf,12621 Berlin,06.12.25,06.12.25,13:00 bis 20:00 Uhr,0,0,0,0,0,13:00 - 20:00,0,0,0,https://www.kaulsdorfer-weihnachtsmarkt.de/,"Barrierefreie Wege, Rollstuhlgerecht. Beim nachbarschaftlichen Weihnachtsmarkt in Alt-Kaulsdorf kommt jedes Jahr im Dezember der Kiez zu gebrannten Mandeln und Glühwein zusammen. |  Der familiäre Weihnachtsmarkt mit seinen knapp 100 Ständen findet bereits seit über 20 Jahren statt und zählt inzwischen einige Stammkunden aus dem Bezirk. Auch beim 27. Alt-Kaulsdorfer Weihnachtsmarkt im Jahr 2025 bieten die Händler kleine, weihnachtliche Kostbarkeiten sowie süße und deftige Naschereien. Adventskonzerte und Ortsgeschichte |  Wer nicht nur stöbern, essen und trinken möchte, kann sich bei dem Veranstalter, dem Heimatverein Marzahn-Hellersdorf e.V. über die Geschichte des Dorfes Alt-Kaulsdorf informieren. In der mittelalterlichen Jesuskirche am Dorfanger laden zudem weihnachtliche Konzerte dazu ein, kurz innezuhalten.",,52507,13.58,1,1,0,1,0,0,,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
103,Adventsbasar: Miteinander statt nebeneinander,Adventsbasar: Miteinander statt nebeneinander,Bahnhofstr. 32,Pankow,13129 Berlin,29.11.25,29.11.25,15:00-18:00 Uhr,0,0,0,0,0,15:00 - 18:00,0,0,0,https://www.ass-berlin.org,"Die Adventszeit ist eine Gelegenheit, innezuhalten und das Miteinander zu feiern, ins Gespräch zu kommen, Gemeinschaft zu erleben und Freude zu teilen. Unser Adventsbasar soll genau dafür ein Ort sein – offen, herzlich und lebendig. Besucher*innen können an den vielen Verkaufsständen liebevoll angefertigte Geschenke und festliche Dekorationen erwerben.  An den Essensständen erwarten sie süße Leckereien, herzhafte Spezialitäten und wärmende Getränke. Das Programm sorgt mit weihnachtlicher Musik und und einer Feuershow für Begeisterung bei Groß und Klein.","The Advent season is an opportunity to pause and celebrate togetherness, engage in conversation, experience community, and share joy. Our Advent bazaar aims to be just that kind of place—open, warm, and lively. Visitors can purchase lovingly crafted gifts and festive decorations at the many stalls. Sweet treats, savory specialties, and warming drinks await them at the food stalls. The program, featuring Christmas music and a fire show, is sure to delight young and old alike.",52.591,13.448,0,1,0,1,0,1,S Blankenburg,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
106,Weihnachtsmarkt Charlottenburg,Weihnachtsmarkt Charlottenburg,Schloss Charlottenburg,Charlottenburg-Wilmersdorf,14059 Berlin,30.11.25,27.12.25,10:00-22:00 Uhr,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,0,0,,,,52.519,13.295,1,1,0,1,0,0,,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
109,Winter am THF,Winter am THF,THF TOWER - Flughafen Tempelhof,Tempelhof-Schöneberg,12101 Berlin,"05.12.25","14.12.25","Freitag: 15:00 - 20:00 Uhr
Samstag und Sonntag: 12:00 - 20:00 Uhr",0,0,0,0,15:00 - 20:00,12:00 - 20:00,12:00 - 20:00,0,0,https://www.thf-berlin.de/winter-am-thf,"Wintermarkt in der Alten Feuerwache am THF TOWER mit Foodtrucks & Glühwein, Handgemachten Designobjekten und Geschenkideen, Weihnachtlicher Musik, Familienprogramm und großem Weihnachtssingen in der Haupthalle.
Barrierefreier Zugang.","Winter market in the old fire station at THF TOWER with food trucks & mulled wine, handmade design objects and gift ideas, Christmas music, family program, and large Christmas sing-along in the main hall.
Barrier-free access.",52.478,13.3869,0,1,0,1,0,1,U Paradestr.,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
112,Adventsmarkt an der Sophienkirche,Adventsmarkt an der Sophienkirche,Große Hamburger Str. 29/30,Mitte,10115 Berlin,30.11.25,30.11.25,12:00 - 18:00 Uhr,0,0,0,0,0,0,12:00 - 18:00,0,0,https://www.marktzeit.berlin/mz/,,,52.525,13.400,0,1,0,1,0,1,"S Hackescher Markt, U Weinmeisterstr.",placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
115,Schwedischer Weihnachtsbasar,Schwedischer Weihnachtsbasar,Landhausstr.26-28,Charlottenburg-Wilmersdorf,10717 Berlin,28.11.25,30.11.25,"Freitag: 16:00-20:00 Uhr
Samstag: 12:00-19:00 Uhr
Sonntag: 12:00-18:00 Uhr",0,0,0,0,16:00 - 20:00,12:00 - 19:00,12:00 - 18:00,0,0,https://www.svenskakyrkan.se/berlin/nyheter/weihnachtsbasar-der-schwedische-kirche,"Herzlich willkommen zum Weihnachtsbasar der schwedischen Kirche!  Bei uns gibt es Kunsthandwerk, Weihnachtsdecken und Weihnachtsschmuck, Lebensmittel aus Schweden. Cafeteria, Imbisse. Die Lichtkönigin Lucia  singt mit ihrem Chor am Samstag- und Sonntagnachmittag. Eintritt 2 Euro. (Kinder bis 12 Jahre frei.) Der ganzen Markt findet wie im Vorjahr ausschließlich draußen statt. Hunde sind leider nicht erlaubt. Hinweis zur Barrierefreiheit: Bitte beim Eingang melden, dass man den Fahrstuhl benutzen möchte. Dann wird man ca 30 m zur nächsten Eingang begleitet, wo es einen Fahrstuhl gibt. Der ganze Markt ist ebenerdig, mit Wegen oder Rasen.","Welcome to the Swedish Church Christmas Bazaar! We offer handicrafts, Christmas blankets, Christmas decorations, and food from Sweden. Cafeteria and snacks available. The Queen of Light, Lucia, will sing with her choir on Saturday and Sunday afternoons. Admission is €2 (free for children under 12). As in previous years, the entire market will take place outdoors. Unfortunately, dogs are not allowed. Please inform the receptionist that you would like to use the elevator. You will then be accompanied approximately 30 meters to the nearest entrance, where there is an elevator. The entire market is at ground level, with paths and lawns.",52.4874,13.3285,0,0,1,1,0,1,"U Berliner Str., U Güntzelstr.",placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
118,LGBT*Winterdays und Christmas Avenue Nollendorfplatz,LGBT*Winterdays und Christmas Avenue Nollendorfplatz,Nollendorfplatz unter der Hochbahn,Tempelhof-Schöneberg,10777 Berlin,05.11.25,23.12.25,"Montag bis Donnerstag: 16:00 - 22:00 Uhr
Freitag bis Sonntag: 15:00 - 22:00 Uhr ",16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,"16.11.25, 23.11.25",0,https://www.christmas-avenue.berlin/,"Glitzer, Beats und queere Liebe am Nollendorfplatz. Ab dem 5. November starten die LGBTQIA Winterdays, ab dem 24. November öffnet die CHRISTMAS AVENUE – Berlins einziger queerer Weihnachtsmarkt – wieder ihre Pforten. Bis 23. Dezember wird der Nollendorfplatz zum funkelnden Treffpunkt für Community, Freund:innen und Familien. Wenn draußen das Grau regiert, leuchtet unter der Hochbahn ein Ort voller Glitzer, Wärme und Miteinander: Die Christmas Avenue wird auch 2025 wieder das weihnachtliche Wohnzimmer der queeren Szene. Hinweis zur Barrierefreiheit: Auf dem Markt sind Holzhecksel gestreut. Sollten gehandicapte Besucher:innen hier Hilfe benötigen, spechen sie gerne unsere Mitarbeiter an. |  Zum Start lädt Drag-Queen Margot Schlönzke am 5. November zum legendären Drag-Bingo. Danach sorgen Live-Musik, Drag-Shows, Karaoke und die heißesten DJs der Szene für Partylaune – von House bis Pop. Berlins bekannteste Drag-Performerinnen übernehmen Moderation und Bühne. Dazu gibt’s kulinarische Highlights, Kunst, Design & Manufaktur-Stände, wettergeschützte Gemütlichkeit unter der Hochbahn – und jede Menge queere Sichtbarkeit: Vereine und Initiativen präsentieren ihre Arbeit, sammeln Spenden und laden zum Austausch ein. Für Gruppen gibt es eine Partyhütte zum Mieten.  |  Wöchentliche Specials wie Happy Hour (Mo), After Work (Do) und Aperol o’Clock (So) runden das Programm ab.","Glitter, beats, and queer love at Nollendorfplatz LGBTQIA Winterdays start on November 5, and CHRISTMAS AVENUE – Berlin's only queer Christmas market – reopens its doors on November 24. Until December 23, Nollendorfplatz will be a sparkling meeting place for the community, friends, and families. When gray reigns outside, a place full of glitter, warmth, and togetherness shines under the elevated railway: Christmas Avenue will once again be the queer scene's Christmas living room in 2025. Wood chips are scattered across the market. If disabled visitors need assistance here, please feel free to speak to our staff. |  To kick things off, drag queen Margot Schlönzke invites you to the legendary Drag Bingo on November 5. After that, live music, drag shows, karaoke, and the hottest DJs on the scene will keep the party going – from house to pop. Berlin's most famous drag performers will take over the stage and hosting duties. There will also be culinary highlights, art, design & manufacturing stands, weather-protected coziness under the elevated railway – and plenty of queer visibility: associations and initiatives will present their work, collect donations, and invite visitors to exchange ideas. Groups can rent a party hut.  |  Weekly specials such as Happy Hour (Mon), After Work (Thu), and Aperol o'Clock (Sun) round out the program.
",52.500,13.353,0,1,1,0,0,1,U Nollendorfplatz,christmas-avenue.jpeg,"Foto: https://www.christmas-avenue.berlin/pressebereich/"
121,Potsdamer Weihnachtszauber,Potsdamer Weihnachtszauber,Luisenplatz,Brandenburg,14471 Potsdam ,25.11.25,28.12.25,"Montag – Donnerstag und Sonntag: 11:00 bis 21:00 Uhr
Freitag – Samstag: 11:00 bis 22:00 Uhr
25./26. Dezember: 11:00 bis 18:00 Uhr",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 22:00,11:00 - 22:00,11:00 - 21:00,0,"25.12.25= 11:00 - 18:00, 26.12.24= 11:00 - 18:00",https://www.hauptstadtkultur.berlin,Potsdamer Weihnachtszauber,,52.400,13.048,0,1,0,1,0,1,Tramhaltestelle Luisenplatz-Süd/Park Sanssouci (Potsdam),placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
124,Weihnachtsmarkt Tempelhofer Hafen,Weihnachtsmarkt Tempelhofer Hafen,"Tempelhofer Hafen, Tempelhofer Damm 227",Tempelhof-Schöneberg,12099 Berlin,24.11.25,30.12.25,"Montag - Samstag: 11:00 - 21:00 Uhr
Sonntag: 13:00 - 19:00 Uhr
24.-26.12.24 geschlossen",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,13:00 - 19:00,"24.12.25, 25.12.25, 26.12.25",0,https://www.hauptstadtkultur.berlin/weihnachtsmarkt-tempelhofer-hafen/,"Weihnachtsmarkt Tempelhofer Hafen Leckereien, Live Musik am Wochenende, Kinderkarussell - Eintritt frei. Dieses wird es ab Mitte Dezember zusätzlich ein großes Riesenrad im Hafen geben! Lasst euch überraschen! Nur teilweise barrierefrei.","Tempelhof Harbor Christmas Market: Treats, live music on weekends, children's carousel – free admission. From mid-December, there will also be a large Ferris wheel in the harbor! Come and see for yourself!",52.4553,13.3878,0,1,0,0,1,1,"U Ullsteinstr., U Kaiserin-Augusta-Str.",Weihnachtsmarkt_Tempelhofer_Hafen.jpg,"Dguendel, CC BY 4.0 via Wikimedia Commons"
127,Weihnachtsrummel Helle-Mitte,Weihnachtsrummel Helle-Mitte,Alice-Salomon-Platz,Marzahn-Hellersdorf,12627 Berlin,26.11.25,30.12.25,"11:00-21:00 Uhr
24.12. geschlossen",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,24.12.25,0,https://www.hauptstadtkultur.berlin,Der Berliner Weihnachtsrummel 2025 am Alice-Salomon-Platz. Der Weihnachtsrummel am Alice-Salomon-Platz lädt vom 26. November bis zum 28. Dezember 2025 zu einem unvergesslichen Erlebnis ein. Täglich von 11 bis 21 Uhr können Besucher die festliche Stimmung genießen – und das bei freiem Eintritt,"The 2025 Berlin Christmas Market at Alice-Salomon-Platz. The Christmas Market at Alice-Salomon-Platz invites you to an unforgettable experience from November 26 to December 28, 2025. Visitors can enjoy the festive atmosphere daily from 11 a.m. to 9 p.m. – and admission is free.",52.540,13.602,0,1,0,1,1,1,U Hellersdorf,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
130,Weihnachtsmarkt Königs Wusterhausen,Weihnachtsmarkt Königs Wusterhausen,Kirchplatz,Brandenburg,15711 Königs Wusterhausen,12.12.25,14.12.25,"Freitag 14.00 - 22.00 Uhr
Samstag 12.00 - 22.00 Uhr
Sonntag 12.00 - 20.00 Uhr",0,0,0,0,14:00 - 22:00,12:00 - 22:00,12:00 - 20:00,0,0,https://www.hauptstadtkultur.berlin,Weihnachtsmarkt Königs Wusterhausen. Vom 12. bis 14. Dezember 2025 lädt der Kirchplatz zu einem Weihnachtsmarkt der besonderen Art ein. Mit festlicher Beleuchtung erstrahlt der Platz an diesem Wochenende in einem stimmungsvollen Lichtermeer und lockt mit einem vielfältigen Bühnenprogramm sowie besonderen kulinarischen und handwerklichen Schätzen. Dazu gibt es ein Kinderkarussell und viele weitere Überraschungen für die Kleinsten. Der Eintritt ist frei.,"Königs Wusterhausen Christmas Market. From December 12 to 14, 2025, the church square invites visitors to a very special Christmas market. With festive lighting, the square will be aglow with an atmospheric sea of lights this weekend, attracting visitors with a varied stage program and special culinary and craft treasures. There will also be a children's carousel and many other surprises for the little ones. Admission is free.",52.299768,13.625263,0,1,0,1,0,0,,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
133,Lichterfest Rudow,Lichterfest Rudow,"Alte Dorfschule Rudow, Alt-Rudow 60",Neukölln,12355 Berlin,24.11.25,24.11.25,16:00 - 21:00 Uhr,16:00 - 21:00,0,0,0,0,0,0,0,0,https://www.hauptstadtkultur.berlin,"Berlin-Rudow lädt am 24. November 2025 herzlich zum „Lichterfest Rudow“ ein! Genießen Sie den Zauber der Weihnachtszeit auf dem festlich beleuchteten Hof der Alten Dorfschule Rudow. Diese junge Tradition wird von der AG Rudow ins Leben gerufen und sorgt für einen großartigen Auftakt in die Weihnachtssaison – mit kostenfreiem Eintritt! Die Besucher erwartet ein stimmungsvoll geschmückter Hof, der die Vorfreude auf die Weihnachtszeit lebendig werden lässt. Inmitten des charmanten Alt-Rudow bietet das Fest ein abwechslungsreiches Programm, das keine Wünsche offen lässt.","Berlin-Rudow cordially invites you to the “Rudow Festival of Lights” on November 24, 2025! Enjoy the magic of the Christmas season in the festively illuminated courtyard of the Old Village School in Rudow. This young tradition was started by the Rudow Working Group and is a great way to kick off the Christmas season – with free admission! Visitors can expect an atmospherically decorated courtyard that brings the anticipation of the Christmas season to life. In the heart of charming Old Rudow, the festival offers a varied program that leaves nothing to be desired.",52.417,13.495,0,1,0,1,0,1,U Rudow,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
134,Adventsmarkt Golm ,Adventsmarkt Golm ,"Campus der Universität Potsdam, Karl-Liebknecht-Str. 24-25",Brandenburg,14476 Potsdam,28.11.25,28.11.25,14:00 - 19:00 Uhr,0,0,0,0,14:00 - 19:00,0,0,0,0,https://www.hausdernatur-potsdam.de/events/adventsmarkt-golm/,,,52.40897109498182,12.972837798847854,0,1,0,0,0,1,"Potsdam, Golm Bhf",placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
135,Sternenmarkt mit Sternenfest,Sternenmakrt mit Sternenfest,"Brandenburg Museum für Zukunft, Gegenwart und Geschichte, Kutschstall, Am Neuen Markt 9",Brandenburg,14467 Potsdam ,05.12.25,07.12.25,"Freitag: 16:00 - 20:00 Uhr
Samstag: 11: 00 - 20:00 Uhr
Sonntag: 11:00 - 19:00 Uhr",0,0,0,0,16:00 - 20:00,11:00 - 20:00,11:00 - 19:00,0,0,https://gesellschaft-kultur-geschichte.de/veranstaltungen/sternenmarkt-sternenfest-weihnachtliche-begegnung-mit-polen-2025-vom-5-12-bis-7-12-2025-polnischer-weihnachtsmarkt-potsdam/,,,52.3961714537461,13.05638529701568,0,0,1,0,0,1,Tramhaltestelle Alter Markt/Landtag (Potsdam),placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
136,Nikolausmarkt auf dem Lottenhof,Nikolausmarkt auf dem Lottenhof,"Lottenhof, Geschwister-Scholl-Straße 34",Brandenburg,14471 Potsdam ,29.11.25,29.11.25,14:30 Uhr - 20:00 Uhr,0,0,0,0,0,14:30 - 20:00,0,0,0,,,,52.39385397219873,13.027574216931262,0,1,0,0,0,1,Tramhaltestelle Schloss Charlottenhof (Potsdam),placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
137,Hofweihnachtsmarkt in der Alexandrowka,Hofweihnachtsmarkt in der Alexandrowka,Alexandrowka Nr. 6 Russische Kolonie 6,Brandenburg,14469 Potsdam ,29.11.25,30.11.25,ab 12:00 Uhr,0,0,0,0,0,12:00 - 23:00,12:00 - 23:00,0,0,,,,52.4106950916787,13.05709493779083,0,1,1,0,0,1,Tramhaltestelle Puschkinalle (Potsdam),placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
138,Sinterklaas in Potsdam ,Sinterklaas in Potsdam ,Holländisches Viertel ,Brandenburg,14467 Potsdam ,13.12.25,14.12.25,11:00 - 19:00 Uhr,0,0,0,0,0,11:00 - 20:00,11:00 - 19:00,0,0,https://www.sinterklaas-potsdam.de/,,,52.40299598991009,13.060599246910698,0,1,1,0,0,0,,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
139,Böhmischer Weihnachtsmarkt in Babelsberg,Böhmischer Weihnachtsmarkt in Babelsberg,Weberplatz,Brandenburg,14482 Potsdam,"28.11.25","07.12.25","Freitag: 17:00 - 22:00 Uhr
Samstag: 11:00 - 22:00 Uhr
Sonntag: 11:00 - 18:00 Uhr",0,0,0,0,17:00 - 22:00,11:00 - 22:00,11:00 - 18:00,0,0,,,,52.393618480718615,13.095165209728878,0,1,1,0,0,1,S Babelsberg,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
140,4. Potsdamer Weinnacht,4. Potsdamer Weinnacht,Maulbeerallee 4,Brandenburg,14469 Potsdam ,29.11.25,29.11.25,13:00 - 20:00 Uhr,0,0,0,0,0,13:00 - 20:00,0,0,0,https://www.koeniglicher-weinberg.de/veranstaltungen/potsdamer-weinnacht/,,,52.40629860120973,13.019116939417014,0,1,1,0,0,0,,placeholder.png,"freestocks.org, CC BY-SA 4.0 via Wikimedia Commons"
